sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;*;White;Never-married;11th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;9th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;5th-6th;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Protective-serv;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Protective-serv;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Separated;5th-6th;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Prof-specialty;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Exec-managerial;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Sales;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Masters;England;*;Prof-specialty;>50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Some-college;Philippines;*;Machine-op-inspct;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;>50K
Male;*;White;Divorced;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Ecuador;*;Craft-repair;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Prof-school;United-States;*;Sales;<=50K
Male;*;White;Divorced;Some-college;Mexico;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Married-civ-spouse;Bachelors;Puerto-Rico;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Machine-op-inspct;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Widowed;Some-college;United-States;*;Priv-house-serv;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;>50K
Male;*;Black;Separated;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;1st-4th;Mexico;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Black;Never-married;12th;United-States;*;Farming-fishing;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;Black;Never-married;Bachelors;United-States;*;Adm-clerical;>50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;Asian-Pac-Islander;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Female;*;White;Widowed;Bachelors;Puerto-Rico;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Protective-serv;>50K
Female;*;Black;Separated;9th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;>50K
Male;*;White;Divorced;Bachelors;United-States;*;Sales;>50K
Female;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;Asian-Pac-Islander;Never-married;Prof-school;India;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Female;*;Black;Never-married;Bachelors;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;<=50K
Male;*;Black;Never-married;11th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;HS-grad;Mexico;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;*;Adm-clerical;>50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Divorced;11th;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Divorced;Assoc-voc;United-States;*;Tech-support;>50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Female;*;Black;Separated;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;Poland;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Machine-op-inspct;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Female;*;White;Divorced;Bachelors;Germany;*;Protective-serv;<=50K
Female;*;Asian-Pac-Islander;Married-spouse-absent;HS-grad;Thailand;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;Assoc-voc;United-States;*;Adm-clerical;<=50K
Male;*;Black;Married-civ-spouse;7th-8th;United-States;*;Transport-moving;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Other-service;<=50K
Female;*;White;Separated;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Masters;Greece;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Other-service;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Prof-school;India;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;5th-6th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Never-married;Assoc-acdm;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;12th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;Assoc-voc;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;9th;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Prof-specialty;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;Black;Separated;12th;United-States;*;Transport-moving;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;Black;Divorced;HS-grad;United-States;*;Other-service;<=50K
Female;*;Black;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Assoc-acdm;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Craft-repair;<=50K
Female;*;White;Widowed;Some-college;United-States;*;Tech-support;>50K
Female;*;White;Married-civ-spouse;10th;United-States;*;Other-service;<=50K
Female;*;Black;Separated;Some-college;United-States;*;Sales;<=50K
Male;*;Amer-Indian-Eskimo;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Assoc-acdm;United-States;*;Tech-support;<=50K
Female;*;White;Married-civ-spouse;1st-4th;El-Salvador;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;>50K
Male;*;White;Never-married;Assoc-voc;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Sales;>50K
Male;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;Asian-Pac-Islander;Never-married;Bachelors;Philippines;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Tech-support;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Female;*;White;Divorced;Assoc-acdm;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Married-spouse-absent;Assoc-voc;United-States;*;Adm-clerical;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Prof-school;India;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;<=50K
